BaseDeDatos,Servidor,Controlador,Endpoint,Metodo,NombreTabla,Stored Procedures,Accion,Campos Principales,Nombre TablaSAP,API SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/setCodes,RecommenderMethods.SetCodes,CREDIDCodigoRecomendador,SpCREDICodigoRecomendador,Update,"Cliente, FechaVencimiento, FechaRegistro, Nombre, Telefono, Parentesco, Impreso, UEN, Aplicacion, IdCodigoRecomendador (OUTPUT), FechaCanjeado (filtro WHERE)",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/setCodes,RecommenderMethods.SetCodes,CREDIDCodigoRecomendador,SpCREDICodigoRecomendador,Select,"Codigo, IdCodigoRecomendador",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/setCodes,RecommenderMethods.SetCodes,#TEMPID (tabla temporal de sesión, no persistente),N/A,Insert,ID (OUTPUT INSERTED.IdCodigoRecomendador),Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,WholesaleCustomerController,POST /company/negotiable-quote/create,WholesaleCustomerMethods.GetWholesaleAccount,VENTA,N/A (Inline SQL),Insert,"Empresa, Mov, FechaEmision, UEN, Moneda, Estatus, Situacion, SituacionFecha, SituacionUsuario, Directo, Prioridad, RenglonID, Cliente, EnviarA, Almacen, Agente, ReferenciaOrdenCompra, Condicion, ServicioGarantia, ServicioExpress, ServicioDemerito, ServicioDeducible, GenerarPoliza, ZonaImpuesto, Extra, Sucursal, DesglosarImpuestos, SubModulo, Logico1, Logico2, Logico3, Logico4, Extra1, Extra2, Extra3, SucursalVenta, FormaPagoTipo, SucursalOrigen, SucursalDestino, OrigenSucursal, ArtQ, IDEcommerce, VtaDIMANuevo, POSRedondeoVerif, Reactivado, FacDesgloseIVA, Observaciones",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,WholesaleCustomerController,POST /company/negotiable-quote/create,WholesaleCustomerMethods.GetWholesaleAccount,VENTAD,N/A (Inline SQL),Insert,"ID, Renglon, RenglonSub, RenglonID, RenglonTipo, Cantidad, Almacen, EnviarA, Articulo, Precio, PrecioSugerido, Impuesto1, FechaRequerida, Agente, Sucursal, SucursalOrigen, UEN, MonxRedApli, unidad",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,WholesaleCustomerController,POST /company/negotiable-quote/create,WholesaleCustomerMethods.GetWholesaleAccount,art,N/A (Inline SQL),Select,"unidad, Articulo",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerTipoGarantia,CustomerServiceMethods.obtenerTipoGarantia,VTASCProveedorActivoGarantia,N/A (Inline SQL),Select,"TipoGarantia, Marca, Telefono, Proveedor, Linea",Por Definir,SAP Equipos
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerTipoGarantia,CustomerServiceMethods.obtenerTipoGarantia,Art,N/A (Inline SQL),Select,"Articulo, Proveedor, MarcaE, Linea",Por Definir,SAP Equipos
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/unirCuenta,CustomerServiceMethods.unirCuenta,Cte,N/A (Inline SQL),Update,"IDMagento (SET), Cliente (WHERE)",Por Definir,SAP BP Merge
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCliente,CustomerServiceMethods.validarCliente,Cte,N/A (Inline SQL),Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno (filtros: Cliente, IDMagento)",Por Definir,SAP BP05
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,CustomerServiceMethods.nombreCliente,Cte,N/A (Inline SQL),Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, PersonalTelefonos (no usado) (filtro: Cliente = @ClientIntelisis, TOP 1)",Por Definir,SAP BP05
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,CustomerServiceMethods.nombreCliente,CteTel,N/A (Inline SQL),Select,"Lada, Telefono (concatenados como Tel) (filtro: Cliente, Tipo='Movil', ValidacionTel=1; orden: Fecha DESC, TOP 1)",Por Definir,SAP BP05
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,N/A (Inline SQL),Select,"Estado (DISTINCT, filtrado por Colonia <> 'SIN COLONIA' AND MaviRutaSupervision IS NOT NULL AND MaviRutaSupervision != '') -- caso op=states",Por Definir,SAP Transporte
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,N/A (Inline SQL),Select,"Delegacion (DISTINCT, filtrado por Colonia, MaviRutaSupervision, Estado=@SearchState) -- caso op=delegations",Por Definir,SAP Transporte
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,N/A (Inline SQL),Select,"CodigoPostal, Colonia, Delegacion, Delegacion AS Poblacion, Estado (filtrado por Colonia, MaviRutaSupervision, Estado=@SearchState, Delegacion=@SearchDelegation; ORDER BY CodigoPostal) -- caso op=table",Por Definir,SAP Transporte
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,N/A (Inline SQL),Select,"TOP 1 CodigoPostal, Colonia, Delegacion, Delegacion AS Poblacion, Estado (filtrado por Colonia, MaviRutaSupervision, CodigoPostal=@Search; ORDER BY Estado) -- caso op=coverage (valida cobertura del CP)",Por Definir,SAP Transporte
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Venta,N/A (Inline SQL),Select,"id, MovId, MovID, OrigenID, Mov, UEN, Cliente, FechaEmision, Importe, PrecioTotal, estatus, Estatus, RedimePtos (alias v=Solicitud Credito; a=Analisis Credito; p=Pedido; f=Factura/Credilana/Factura VIU/Prestamo Personal/Venta Perdida)",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Cte,N/A (Inline SQL),Select,"Cliente, Nombre",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,VentaD,N/A (Inline SQL),Select,"id, cantidad, Articulo, Precio, PrecioAnterior",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Art,N/A (Inline SQL),Select,"Articulo, Descripcion1",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,TarjetaSerieMovMAVI,N/A (Inline SQL),Select,"ID, Importe",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Venta,N/A (Inline SQL),Select,"MovID, IDEcommerce, FechaEmision, Mov",Por Definir,SAP Entregas
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Embarque,N/A (Inline SQL),Select,ID,Por Definir,SAP Entregas
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,EmbarqueMov,N/A (Inline SQL),Select,"AsignadoID, MovID, Mov",Por Definir,SAP Entregas
